invoice_id,invoice_date,vendor_id,vendor_name,currency,line_item_number,item_code,description,quantity,unit_price,line_total
INV00007,2024-05-16,V018,Theta Instruments,USD,2,ITM0001,Precision Motors - DC 24V,65,383.36,24918.4
INV00007,2024-05-16,V018,Theta Instruments,USD,3,ITM0065,Hydraulic Fittings - Standard,81,156.24,12655.44
INV00007,2024-05-16,V018,Theta Instruments,USD,4,ITM0082,Cables - Industrial Grade,78,107.47,8382.66
INV00007,2024-05-16,V018,Theta Instruments,USD,5,ITM0048,Copper Wire - 12 AWG,70,477.21,33404.7
INV00008,2024-01-01,V017,Zeta Packaging,JPY,1,ITM0042,Power Supplies - 500W,3,64.82,194.46
INV00008,2024-01-01,V017,Zeta Packaging,JPY,2,ITM0047,Sensor Modules - Temperature,31,38.38,1189.78
INV00008,2024-01-01,V017,Zeta Packaging,JPY,3,ITM0073,Electronic Components - PCB,11,368.63,4054.93
INV00008,2024-01-01,V017,Zeta Packaging,JPY,4,ITM0009,Seals - Mechanical,99,71.62,7090.38
INV00008,2024-01-01,V017,Zeta Packaging,JPY,5,ITM0085,Power Supplies - 500W,71,90.91,6454.61
INV00008,2024-01-01,V017,Zeta Packaging,JPY,6,ITM0068,Gearboxes - Planetary,55,482.54,26539.7
INV00008,2024-01-01,V017,Zeta Packaging,JPY,7,ITM0070,Aluminum Extrusions - Custom,92,162.74,14972.08
INV00009,2024-08-12,V012,Sigma Steel Works,EUR,1,ITM0058,Hydraulic Fittings - Standard,32,120.1,3843.2
INV00009,2024-08-12,V012,Sigma Steel Works,EUR,2,ITM0044,Industrial Bearings - Heavy Duty,76,281.42,21387.92
INV00009,2024-08-12,V012,Sigma Steel Works,EUR,3,ITM0076,Plastic Housings - ABS,1,44.79,44.79
INV00009,2024-08-12,V012,Sigma Steel Works,EUR,4,ITM0081,Steel Sheets - Grade A,30,43.03,1290.9
INV00009,2024-08-12,V012,Sigma Steel Works,EUR,5,ITM0005,Control Valves - Pneumatic,10,261.94,2619.4
INV00009,2024-08-12,V012,Sigma Steel Works,EUR,6,ITM0036,Power Supplies - 500W,28,274.22,7678.16
INV00009,2024-08-12,V012,Sigma Steel Works,EUR,7,ITM0093,Pumps - Centrifugal,74,241.61,17879.14
INV00010,2024-07-27,V016,Epsilon Motors,GBP,1,ITM0013,Hydraulic Fittings - Standard,85,221.22,18803.7
INV00010,2024-07-27,V016,Epsilon Motors,GBP,2,ITM0055,Fasteners - Stainless Steel,60,433.28,25996.8
INV00010,2024-07-27,V016,Epsilon Motors,GBP,3,ITM0007,Hydraulic Fittings - Standard,8,207.28,1658.24
INV00010,2024-07-27,V016,Epsilon Motors,GBP,4,ITM0044,Hydraulic Fittings - Standard,32,103.88,3324.16
INV00011,2024-08-17,V018,Theta Instruments,USD,1,ITM0055,Copper Wire - 12 AWG,36,236.69,8520.84
INV00011,2024-08-17,V018,Theta Instruments,USD,2,ITM0010,Insulation Material - Thermal,71,57.98,4116.58
INV00011,2024-08-17,V018,Theta Instruments,USD,3,ITM0084,Seals - Mechanical,2,484.81,969.62
INV00011,2024-08-17,V018,Theta Instruments,USD,4,ITM0097,Plastic Housings - ABS,22,209.14,4601.08
INV00012,2024-04-19,V016,Epsilon Motors,CAD,1,ITM0008,Copper Wire - 12 AWG,49,11.06,541.94
INV00012,2024-04-19,V016,Epsilon Motors,CAD,2,ITM0050,Precision Motors - DC 24V,59,149.77,8836.43
INV00012,2024-04-19,V016,Epsilon Motors,CAD,3,ITM0090,Seals - Mechanical,85,362.02,30771.7
INV00012,2024-04-19,V016,Epsilon Motors,CAD,4,ITM0020,Aluminum Extrusions - Custom,38,116.67,4433.46
INV00012,2024-04-19,V016,Epsilon Motors,CAD,5,ITM0008,Pumps - Centrifugal,95,275.68,26189.6
INV00012,2024-04-19,V016,Epsilon Motors,CAD,6,ITM0096,Control Valves - Pneumatic,8,34.57,276.56
INV00013,2024-09-14,V016,Epsilon Motors,JPY,1,ITM0021,Steel Sheets - Grade A,66,49.25,3250.5
INV00013,2024-09-14,V016,Epsilon Motors,JPY,2,ITM0024,Electronic Components - PCB,77,43.3,3334.1
INV00013,2024-09-14,V016,Epsilon Motors,JPY,3,ITM0031,Lubricants - Synthetic,16,471.38,7542.08
INV00013,2024-09-14,V016,Epsilon Motors,JPY,4,ITM0073,Plastic Housings - ABS,75,301.31,22598.25
INV00013,2024-09-14,V016,Epsilon Motors,JPY,5,ITM0080,Electronic Components - PCB,54,332.11,17933.94
INV00013,2024-09-14,V016,Epsilon Motors,JPY,6,ITM0073,Cables - Industrial Grade,41,468.01,19188.41
INV00013,2024-09-14,V016,Epsilon Motors,JPY,7,ITM0027,Control Valves - Pneumatic,31,140.15,4344.65
INV00014,2024-12-09,V005,Pacific Trading Co,USD,1,ITM0059,Control Valves - Pneumatic,97,468.51,45445.47
INV00014,2024-12-09,V005,Pacific Trading Co,USD,2,ITM0002,Insulation Material - Thermal,80,499.24,39939.2
INV00014,2024-12-09,V005,Pacific Trading Co,USD,3,ITM0013,Electronic Components - PCB,69,114.45,7897.05
INV00014,2024-12-09,V005,Pacific Trading Co,USD,4,ITM0034,Rubber Gaskets - High Temp,45,441.62,19872.9
INV00014,2024-12-09,V005,Pacific Trading Co,USD,5,ITM0032,Filter Elements - HEPA,37,87.3,3230.1
INV00015,2024-12-26,V018,Theta Instruments,USD,1,ITM0079,Cables - Industrial Grade,2,337.25,674.5
INV00015,2024-12-26,V018,Theta Instruments,USD,2,ITM0071,Sensor Modules - Temperature,85,60.76,5164.6
INV00015,2024-12-26,V018,Theta Instruments,USD,3,ITM0018,Precision Motors - DC 24V,15,445.96,6689.4
INV00015,2024-12-26,V018,Theta Instruments,USD,4,ITM0096,Seals - Mechanical,20,143.45,2869.0
INV00015,2024-12-26,V018,Theta Instruments,USD,5,ITM0078,Aluminum Extrusions - Custom,92,178.01,16376.92
INV00016,2024-09-15,V009,Prime Resources LLC,USD,1,ITM0033,Steel Sheets - Grade A,12,320.8,3849.6
INV00016,2024-09-15,V009,Prime Resources LLC,USD,2,ITM0036,Steel Sheets - Grade A,1,173.44,173.44
INV00016,2024-09-15,V009,Prime Resources LLC,USD,3,ITM0017,Precision Motors - DC 24V,21,373.2,7837.2
INV00016,2024-09-15,V009,Prime Resources LLC,USD,4,ITM0071,Fasteners - Stainless Steel,72,14.74,1061.28
INV00016,2024-09-15,V009,Prime Resources LLC,USD,5,ITM0010,Rubber Gaskets - High Temp,70,27.65,1935.5
INV00016,2024-09-15,V009,Prime Resources LLC,USD,6,ITM0048,Pumps - Centrifugal,71,82.57,5862.47
INV00017,2024-01-22,V005,Pacific Trading Co,USD,1,ITM0047,Steel Sheets - Grade A,46,112.94,5195.24
INV00017,2024-01-22,V005,Pacific Trading Co,USD,2,ITM0032,Hydraulic Fittings - Standard,46,392.26,18043.96
INV00017,2024-01-22,V005,Pacific Trading Co,USD,3,ITM0053,Gearboxes - Planetary,96,85.73,8230.08
INV00017,2024-01-22,V005,Pacific Trading Co,USD,4,ITM0031,Copper Wire - 12 AWG,23,441.89,10163.47
INV00017,2024-01-22,V005,Pacific Trading Co,USD,5,ITM0004,Copper Wire - 12 AWG,95,463.0,43985.0
INV00018,2024-12-08,V014,Beta Polymers Inc,EUR,1,ITM0035,Copper Wire - 12 AWG,90,62.97,5667.3
INV00018,2024-12-08,V014,Beta Polymers Inc,EUR,2,ITM0005,Power Supplies - 500W,29,107.79,3125.91
INV00018,2024-12-08,V014,Beta Polymers Inc,EUR,3,ITM0059,Filter Elements - HEPA,40,412.06,16482.4
INV00018,2024-12-08,V014,Beta Polymers Inc,EUR,4,ITM0030,Plastic Housings - ABS,4,333.42,1333.68
INV00019,2024-06-17,V013,Alpha Logistics,EUR,1,ITM0009,Precision Motors - DC 24V,45,324.33,14594.85
INV00019,2024-06-17,V013,Alpha Logistics,EUR,2,ITM0052,Seals - Mechanical,43,470.23,20219.89
INV00019,2024-06-17,V013,Alpha Logistics,EUR,3,ITM0015,Precision Motors - DC 24V,23,294.49,6773.27
INV00019,2024-06-17,V013,Alpha Logistics,EUR,4,ITM0034,Steel Sheets - Grade A,14,302.32,4232.48
INV00019,2024-06-17,V013,Alpha Logistics,EUR,5,ITM0045,Control Valves - Pneumatic,56,307.04,17194.24
INV00020,2024-02-29,V017,Zeta Packaging,USD,1,ITM0074,Aluminum Extrusions - Custom,33,31.75,1047.75
INV00020,2024-02-29,V017,Zeta Packaging,USD,2,ITM0056,Industrial Bearings - Heavy Duty,67,463.53,31056.51
INV00020,2024-02-29,V017,Zeta Packaging,USD,3,ITM0069,Aluminum Extrusions - Custom,47,221.34,10402.98
INV00020,2024-02-29,V017,Zeta Packaging,USD,4,ITM0086,Control Valves - Pneumatic,80,163.82,13105.6
INV00020,2024-02-29,V017,Zeta Packaging,USD,5,ITM0016,Sensor Modules - Temperature,65,161.55,10500.75
INV00020,2024-02-29,V017,Zeta Packaging,USD,6,ITM0053,Control Valves - Pneumatic,52,351.63,18284.76
INV00021,2024-03-06,V018,Theta Instruments,EUR,1,ITM0054,Lubricants - Synthetic,87,376.59,32763.33
INV00021,2024-03-06,V018,Theta Instruments,EUR,2,ITM0023,Gearboxes - Planetary,73,157.47,11495.31
INV00021,2024-03-06,V018,Theta Instruments,EUR,3,ITM0071,Industrial Bearings - Heavy Duty,39,150.59,5873.01
INV00021,2024-03-06,V018,Theta Instruments,EUR,4,ITM0056,Pumps - Centrifugal,78,330.81,25803.18
INV00022,2024-08-14,V015,Gamma Textiles,USD,1,ITM0087,Aluminum Extrusions - Custom,66,241.86,15962.76
INV00022,2024-08-14,V015,Gamma Textiles,USD,2,ITM0095,Copper Wire - 12 AWG,85,51.55,4381.75
INV00022,2024-08-14,V015,Gamma Textiles,USD,3,ITM0066,Gearboxes - Planetary,43,55.76,2397.68
INV00022,2024-08-14,V015,Gamma Textiles,USD,4,ITM0097,Plastic Housings - ABS,87,162.11,14103.57
INV00022,2024-08-14,V015,Gamma Textiles,USD,5,ITM0026,Rubber Gaskets - High Temp,4,32.64,130.56
INV00022,2024-08-14,V015,Gamma Textiles,USD,6,ITM0061,Gearboxes - Planetary,99,45.69,4523.31
INV00023,2024-11-18,V014,Beta Polymers Inc,USD,1,ITM0025,Lubricants - Synthetic,64,205.83,13173.12
INV00023,2024-11-18,V014,Beta Polymers Inc,USD,2,ITM0019,Industrial Bearings - Heavy Duty,97,431.62,41867.14
INV00023,2024-11-18,V014,Beta Polymers Inc,USD,3,ITM0014,Fasteners - Stainless Steel,29,96.18,2789.22
INV00023,2024-11-18,V014,Beta Polymers Inc,USD,4,ITM0090,Cables - Industrial Grade,60,34.61,2076.6
INV00023,2024-11-18,V014,Beta Polymers Inc,USD,5,ITM0032,Hydraulic Fittings - Standard,59,75.34,4445.06
INV00023,2024-11-18,V014,Beta Polymers Inc,USD,6,ITM0060,Cables - Industrial Grade,72,301.77,21727.44
INV00023,2024-11-18,V014,Beta Polymers Inc,USD,7,ITM0097,Insulation Material - Thermal,79,409.35,32338.65
INV00024,2024-08-06,V017,Zeta Packaging,USD,1,ITM0058,Copper Wire - 12 AWG,96,432.13,41484.48
INV00024,2024-08-06,V017,Zeta Packaging,USD,2,ITM0058,Precision Motors - DC 24V,97,131.15,12721.55
INV00024,2024-08-06,V017,Zeta Packaging,USD,3,ITM0082,Precision Motors - DC 24V,99,391.06,38714.94
INV00024,2024-08-06,V017,Zeta Packaging,USD,4,ITM0063,Plastic Housings - ABS,36,225.54,8119.44
INV00024,2024-08-06,V017,Zeta Packaging,USD,5,ITM0092,Sensor Modules - Temperature,31,143.14,4437.34
INV00024,2024-08-06,V017,Zeta Packaging,USD,6,ITM0041,Seals - Mechanical,11,77.8,855.8
INV00024,2024-08-06,V017,Zeta Packaging,USD,7,ITM0030,Lubricants - Synthetic,89,84.87,7553.43
INV00025,2024-02-02,V007,Nordic Parts AB,EUR,1,ITM0053,Control Valves - Pneumatic,70,238.3,16681.0
INV00025,2024-02-02,V007,Nordic Parts AB,EUR,2,ITM0008,Aluminum Extrusions - Custom,54,200.84,10845.36
INV00025,2024-02-02,V007,Nordic Parts AB,EUR,3,ITM0099,Pumps - Centrifugal,90,19.57,1761.3
INV00025,2024-02-02,V007,Nordic Parts AB,EUR,4,ITM0098,Pumps - Centrifugal,49,243.72,11942.28
INV00025,2024-02-02,V007,Nordic Parts AB,EUR,5,ITM0046,Sensor Modules - Temperature,97,201.09,19505.73
INV00025,2024-02-02,V007,Nordic Parts AB,EUR,6,ITM0054,Seals - Mechanical,96,369.97,35517.12
INV00026,2024-04-22,V020,Kappa Industries,GBP,1,ITM0029,Precision Motors - DC 24V,56,247.96,13885.76
INV00026,2024-04-22,V020,Kappa Industries,GBP,2,ITM0050,Control Valves - Pneumatic,86,342.78,29479.08
INV00026,2024-04-22,V020,Kappa Industries,GBP,3,ITM0052,Copper Wire - 12 AWG,60,460.58,27634.8
INV00026,2024-04-22,V020,Kappa Industries,GBP,4,ITM0080,Seals - Mechanical,4,454.4,1817.6
INV00026,2024-04-22,V020,Kappa Industries,GBP,5,ITM0076,Pumps - Centrifugal,85,23.28,1978.8
INV00026,2024-04-22,V020,Kappa Industries,GBP,6,ITM0083,Fasteners - Stainless Steel,18,434.76,7825.68
INV00027,2024-01-26,V006,Euro Components SA,USD,1,ITM0049,Control Valves - Pneumatic,28,232.8,6518.4
INV00027,2024-01-26,V006,Euro Components SA,USD,2,ITM0044,Lubricants - Synthetic,36,378.48,13625.28
INV00027,2024-01-26,V006,Euro Components SA,USD,3,ITM0054,Precision Motors - DC 24V,11,240.45,2644.95
INV00027,2024-01-26,V006,Euro Components SA,USD,4,ITM0096,Seals - Mechanical,7,499.95,3499.65
INV00027,2024-01-26,V006,Euro Components SA,USD,5,ITM0045,Plastic Housings - ABS,84,43.62,3664.08
INV00028,2024-01-16,V002,Global Materials Corp,EUR,1,ITM0026,Industrial Bearings - Heavy Duty,80,84.67,6773.6
INV00028,2024-01-16,V002,Global Materials Corp,EUR,2,ITM0017,Power Supplies - 500W,86,66.05,5680.3
INV00028,2024-01-16,V002,Global Materials Corp,EUR,3,ITM0028,Insulation Material - Thermal,90,135.56,12200.4
INV00028,2024-01-16,V002,Global Materials Corp,EUR,4,ITM0048,Copper Wire - 12 AWG,78,307.55,23988.9
INV00029,2024-03-24,V004,Industrial Solutions GmbH,EUR,1,ITM0014,Pumps - Centrifugal,4,465.15,1860.6
INV00029,2024-03-24,V004,Industrial Solutions GmbH,EUR,2,ITM0074,Lubricants - Synthetic,51,471.32,24037.32
INV00029,2024-03-24,V004,Industrial Solutions GmbH,EUR,3,ITM0026,Electronic Components - PCB,76,348.4,26478.4
INV00029,2024-03-24,V004,Industrial Solutions GmbH,EUR,4,ITM0081,Plastic Housings - ABS,14,351.62,4922.68
INV00029,2024-03-24,V004,Industrial Solutions GmbH,EUR,5,ITM0039,Gearboxes - Planetary,16,400.15,6402.4
INV00030,2024-01-22,V019,Iota Supplies,USD,1,ITM0069,Fasteners - Stainless Steel,85,191.58,16284.3
INV00030,2024-01-22,V019,Iota Supplies,USD,2,ITM0065,Control Valves - Pneumatic,2,426.29,852.58
INV00030,2024-01-22,V019,Iota Supplies,USD,3,ITM0063,Hydraulic Fittings - Standard,56,480.79,26924.24
INV00030,2024-01-22,V019,Iota Supplies,USD,4,ITM0082,Insulation Material - Thermal,91,84.97,7732.27
INV00030,2024-01-22,V019,Iota Supplies,USD,5,ITM0023,Cables - Industrial Grade,84,142.34,11956.56
INV00031,2024-09-04,V018,Theta Instruments,EUR,1,ITM0056,Pumps - Centrifugal,35,167.93,5877.55
INV00031,2024-09-04,V018,Theta Instruments,EUR,2,ITM0032,Electronic Components - PCB,36,442.0,15912.0
INV00031,2024-09-04,V018,Theta Instruments,EUR,3,ITM0032,Insulation Material - Thermal,73,309.06,22561.38
INV00031,2024-09-04,V018,Theta Instruments,EUR,4,ITM0049,Control Valves - Pneumatic,4,252.21,1008.84
INV00031,2024-09-04,V018,Theta Instruments,EUR,5,ITM0042,Copper Wire - 12 AWG,63,113.94,7178.22
INV00031,2024-09-04,V018,Theta Instruments,EUR,6,ITM0034,Control Valves - Pneumatic,36,441.36,15888.96
INV00032,2024-10-11,V009,Prime Resources LLC,USD,1,ITM0067,Aluminum Extrusions - Custom,11,128.26,1410.86
INV00032,2024-10-11,V009,Prime Resources LLC,USD,2,ITM0053,Power Supplies - 500W,72,381.5,27468.0
INV00032,2024-10-11,V009,Prime Resources LLC,USD,3,ITM0089,Power Supplies - 500W,83,358.8,29780.4
INV00033,2024-01-09,V015,Gamma Textiles,USD,1,ITM0038,Plastic Housings - ABS,52,348.98,18146.96
INV00033,2024-01-09,V015,Gamma Textiles,USD,2,ITM0040,Pumps - Centrifugal,48,241.9,11611.2
INV00033,2024-01-09,V015,Gamma Textiles,USD,3,ITM0068,Filter Elements - HEPA,55,498.35,27409.25
INV00034,2024-06-18,V018,Theta Instruments,CAD,1,ITM0090,Insulation Material - Thermal,35,160.25,5608.75
INV00034,2024-06-18,V018,Theta Instruments,CAD,2,ITM0030,Hydraulic Fittings - Standard,93,104.37,9706.41
INV00034,2024-06-18,V018,Theta Instruments,CAD,3,ITM0016,Seals - Mechanical,98,348.18,34121.64
INV00034,2024-06-18,V018,Theta Instruments,CAD,4,ITM0025,Aluminum Extrusions - Custom,95,247.26,23489.7
INV00034,2024-06-18,V018,Theta Instruments,CAD,5,ITM0093,Pumps - Centrifugal,98,267.07,26172.86
INV00035,2024-02-21,V010,Delta Electronics,CAD,1,ITM0038,Plastic Housings - ABS,47,97.93,4602.71
INV00035,2024-02-21,V010,Delta Electronics,CAD,2,ITM0002,Seals - Mechanical,17,144.41,2454.97
INV00035,2024-02-21,V010,Delta Electronics,CAD,3,ITM0007,Seals - Mechanical,38,351.73,13365.74
INV00035,2024-02-21,V010,Delta Electronics,CAD,4,ITM0017,Power Supplies - 500W,14,437.63,6126.82
INV00036,2024-05-25,V019,Iota Supplies,JPY,1,ITM0062,Insulation Material - Thermal,44,100.34,4414.96
INV00036,2024-05-25,V019,Iota Supplies,JPY,2,ITM0007,Precision Motors - DC 24V,62,65.9,4085.8
INV00036,2024-05-25,V019,Iota Supplies,JPY,3,ITM0009,Lubricants - Synthetic,63,46.3,2916.9
INV00036,2024-05-25,V019,Iota Supplies,JPY,4,ITM0081,Steel Sheets - Grade A,20,83.11,1662.2
INV00036,2024-05-25,V019,Iota Supplies,JPY,5,ITM0073,Sensor Modules - Temperature,11,497.02,5467.22
INV00036,2024-05-25,V019,Iota Supplies,JPY,6,ITM0016,Seals - Mechanical,98,213.93,20965.14
INV00037,2024-11-12,V020,Kappa Industries,USD,1,ITM0100,Cables - Industrial Grade,49,230.75,11306.75
INV00037,2024-11-12,V020,Kappa Industries,USD,2,ITM0057,Sensor Modules - Temperature,76,495.12,37629.12
INV00037,2024-11-12,V020,Kappa Industries,USD,3,ITM0040,Pumps - Centrifugal,80,39.51,3160.8
INV00037,2024-11-12,V020,Kappa Industries,USD,4,ITM0095,Hydraulic Fittings - Standard,98,111.82,10958.36
INV00038,2024-05-15,V007,Nordic Parts AB,USD,1,ITM0021,Plastic Housings - ABS,23,280.48,6451.04
INV00038,2024-05-15,V007,Nordic Parts AB,USD,2,ITM0021,Industrial Bearings - Heavy Duty,53,230.75,12229.75
INV00038,2024-05-15,V007,Nordic Parts AB,USD,3,ITM0077,Power Supplies - 500W,38,25.99,987.62
INV00039,2024-12-27,V010,Delta Electronics,GBP,1,ITM0090,Insulation Material - Thermal,10,346.82,3468.2
INV00039,2024-12-27,V010,Delta Electronics,GBP,2,ITM0034,Pumps - Centrifugal,85,403.91,34332.35
INV00039,2024-12-27,V010,Delta Electronics,GBP,3,ITM0026,Fasteners - Stainless Steel,15,276.84,4152.6
INV00039,2024-12-27,V010,Delta Electronics,GBP,4,ITM0083,Rubber Gaskets - High Temp,35,415.05,14526.75
INV00039,2024-12-27,V010,Delta Electronics,GBP,5,ITM0010,Steel Sheets - Grade A,22,398.39,8764.58
INV00040,2024-10-18,V020,Kappa Industries,EUR,1,ITM0057,Hydraulic Fittings - Standard,60,347.45,20847.0
INV00040,2024-10-18,V020,Kappa Industries,EUR,2,ITM0090,Lubricants - Synthetic,35,255.23,8933.05
INV00040,2024-10-18,V020,Kappa Industries,EUR,3,ITM0064,Insulation Material - Thermal,11,303.04,3333.44
INV00040,2024-10-18,V020,Kappa Industries,EUR,4,ITM0056,Control Valves - Pneumatic,78,132.68,10349.04
INV00040,2024-10-18,V020,Kappa Industries,EUR,5,ITM0012,Plastic Housings - ABS,87,419.62,36506.94
INV00041,2024-10-27,V019,Iota Supplies,USD,1,ITM0098,Precision Motors - DC 24V,74,29.71,2198.54
INV00041,2024-10-27,V019,Iota Supplies,USD,2,ITM0097,Copper Wire - 12 AWG,61,264.29,16121.69
INV00041,2024-10-27,V019,Iota Supplies,USD,3,ITM0057,Precision Motors - DC 24V,24,498.5,11964.0
INV00042,2024-11-21,V014,Beta Polymers Inc,EUR,1,ITM0012,Power Supplies - 500W,45,210.09,9454.05
INV00042,2024-11-21,V014,Beta Polymers Inc,EUR,2,ITM0042,Hydraulic Fittings - Standard,21,171.6,3603.6
INV00042,2024-11-21,V014,Beta Polymers Inc,EUR,3,ITM0089,Power Supplies - 500W,37,334.67,12382.79
INV00042,2024-11-21,V014,Beta Polymers Inc,EUR,4,ITM0052,Seals - Mechanical,5,232.86,1164.3
INV00042,2024-11-21,V014,Beta Polymers Inc,EUR,5,ITM0041,Precision Motors - DC 24V,42,66.8,2805.6
INV00042,2024-11-21,V014,Beta Polymers Inc,EUR,6,ITM0099,Lubricants - Synthetic,66,414.21,27337.86
INV00043,2024-12-02,V001,Acme Supplies Inc,USD,1,ITM0060,Fasteners - Stainless Steel,7,101.92,713.44
INV00043,2024-12-02,V001,Acme Supplies Inc,USD,2,ITM0047,Gearboxes - Planetary,97,254.26,24663.22
INV00043,2024-12-02,V001,Acme Supplies Inc,USD,3,ITM0057,Steel Sheets - Grade A,27,140.86,3803.22
INV00043,2024-12-02,V001,Acme Supplies Inc,USD,4,ITM0017,Sensor Modules - Temperature,57,441.61,25171.77
INV00043,2024-12-02,V001,Acme Supplies Inc,USD,5,ITM0063,Hydraulic Fittings - Standard,4,486.84,1947.36
INV00043,2024-12-02,V001,Acme Supplies Inc,USD,6,ITM0078,Plastic Housings - ABS,91,87.61,7972.51
INV00043,2024-12-02,V001,Acme Supplies Inc,USD,7,ITM0071,Industrial Bearings - Heavy Duty,71,209.92,14904.32
INV00044,2024-02-28,V008,Atlas Manufacturing,CAD,1,ITM0016,Rubber Gaskets - High Temp,64,467.0,29888.0
INV00044,2024-02-28,V008,Atlas Manufacturing,CAD,2,ITM0038,Cables - Industrial Grade,91,143.98,13102.18
INV00044,2024-02-28,V008,Atlas Manufacturing,CAD,3,ITM0062,Power Supplies - 500W,32,233.83,7482.56
INV00044,2024-02-28,V008,Atlas Manufacturing,CAD,4,ITM0019,Lubricants - Synthetic,25,461.72,11543.0
INV00044,2024-02-28,V008,Atlas Manufacturing,CAD,5,ITM0066,Rubber Gaskets - High Temp,9,145.36,1308.24
INV00044,2024-02-28,V008,Atlas Manufacturing,CAD,6,ITM0054,Control Valves - Pneumatic,65,140.91,9159.15
INV00045,2024-05-24,V001,Acme Supplies Inc,USD,1,ITM0076,Pumps - Centrifugal,85,249.92,21243.2
INV00045,2024-05-24,V001,Acme Supplies Inc,USD,2,ITM0020,Insulation Material - Thermal,69,247.33,17065.77
INV00045,2024-05-24,V001,Acme Supplies Inc,USD,3,ITM0043,Seals - Mechanical,98,276.28,27075.44
INV00045,2024-05-24,V001,Acme Supplies Inc,USD,4,ITM0059,Control Valves - Pneumatic,25,490.58,12264.5
INV00045,2024-05-24,V001,Acme Supplies Inc,USD,5,ITM0031,Pumps - Centrifugal,50,124.45,6222.5
INV00046,2024-01-23,V014,Beta Polymers Inc,GBP,1,ITM0096,Power Supplies - 500W,91,457.58,41639.78
INV00046,2024-01-23,V014,Beta Polymers Inc,GBP,2,ITM0049,Lubricants - Synthetic,85,398.27,33852.95
